"","winner","TopAvg","JungleAvg","MidAvg","ADCAvg","SupportAvg","GameLength","KillDiff","Season","TopWinningTeam","JungWinningTeam","MidWinningTeam","ADCWinningTeam","SupWinningTeam","Carry","TeamOfCarry"
"2306","Red",-3170,-2510,-5557,-3430,-283,50,-1,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2307","Blue",-1454,-923,-2768,-2079,449,37,14,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2308","Red",-4357,-1845,-3846,-3533,-47,46,0,2015,"Red","Red","Red","Red","Red","Top","Red"
"2309","Blue",-3481,-2332,-4633,-4690,363,55,8,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2310","Red",-2470,-1633,-2958,-3388,-467,40,-2,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2311","Blue",-2995,-1979,-3193,-3316,731,52,5,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2312","Blue",-4099,-2759,-5219,-4464,216,58,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2313","Red",-3137,-2134,-4525,-4296,96,50,-7,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2314","Red",-2096,-2086,-1633,-1817,-667,23,-19,2015,"Red","Red","Red","Red","Red","Top","Red"
"2315","Blue",307,191,-1443,-1403,1131,36,18,2015,"Blue","Blue","Red","Red","Blue","Mid","Red"
"2316","Red",-3212,-2432,-4077,-3527,-245,41,-14,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2317","Red",-1167,-1265,-3776,-2448,205,37,-5,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2318","Blue",-59,-471,-1393,-1252,566,32,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2319","Blue",-2297,-1489,-3282,-2921,-171,46,5,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2320","Blue",-2578,-1443,-4159,-4561,589,55,0,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2321","Blue",-2371,-988,-2669,-2846,642,43,12,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2322","Blue",-855,-1212,-2542,-1981,505,35,4,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2323","Red",-3054,-2420,-3323,-3496,-808,36,-6,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2324","Blue",-170,-519,-1240,-849,1267,39,19,2015,"Red","Red","Red","Red","Blue","Support","Blue"
"2325","Blue",-1201,-1555,-1880,-1983,-180,33,6,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2326","Blue",-1757,-1531,-3152,-2410,821,44,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2327","Blue",-2006,-2490,-2959,-3545,-199,41,8,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2328","Red",-3101,-2732,-3720,-3177,-764,40,-6,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2329","Blue",-269,-151,-2077,-1734,147,35,11,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2330","Blue",-3314,-489,-4453,-2804,361,50,4,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2331","Red",-2768,-1650,-4342,-3241,-258,47,-10,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2332","Blue",-1441,-291,-3164,-2711,897,53,11,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2333","Blue",-3570,-2663,-5231,-3927,-512,52,-5,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2334","Blue",-1520,-814,-1590,-1247,520,30,10,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2335","Red",-3152,-1755,-2963,-2535,-569,35,-13,2015,"Red","Red","Red","Red","Red","Top","Red"
"2336","Blue",-82,335,-567,-1517,922,34,19,2015,"Red","Blue","Red","Red","Blue","ADC","Red"
"2337","Blue",-1258,-1228,-2995,-2625,168,39,9,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2338","Blue",-1921,-2086,-3593,-2495,-214,39,6,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2339","Red",-2322,-1948,-3082,-2821,-105,40,-5,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2340","Blue",-2211,-981,-3408,-3000,581,47,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2341","Blue",-1361,-1098,-3029,-1846,1051,45,15,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2342","Blue",-744,-372,-1626,-1256,363,30,18,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2343","Red",-3375,-2975,-4461,-4710,-306,52,-12,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2344","Red",-3299,-2742,-3852,-3215,-261,40,-8,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2345","Red",-2897,-1984,-3830,-2579,-657,34,-12,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2346","Blue",-989,-190,-1131,-1494,683,31,13,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2347","Red",-2846,-2353,-3640,-3739,-797,37,-12,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2348","Red",-3110,-2025,-3988,-3389,-202,45,-11,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2349","Red",-2137,-1751,-3537,-2102,-569,30,-13,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2350","Red",-2960,-1851,-3282,-2993,-994,33,-8,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2351","Blue",-1774,-1709,-3745,-2523,547,43,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2352","Red",-3217,-1840,-3187,-3438,-301,42,-7,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2353","Blue",-1685,-784,-3859,-2821,272,46,5,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2354","Red",-2779,-2125,-3584,-3270,-966,33,-17,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2355","Blue",-2267,-1533,-3494,-2479,386,41,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2356","Blue",-980,-420,-1707,-1331,556,30,10,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2357","Blue",-666,90,-792,-1008,523,32,8,2015,"Red","Blue","Red","Red","Blue","ADC","Red"
"2358","Blue",-1274,-1128,-1622,-1196,377,33,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2359","Blue",-1649,-175,-2060,-1078,730,35,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2360","Blue",-4093,-1770,-3988,-2930,530,44,1,2015,"Red","Red","Red","Red","Blue","Top","Red"
"2361","Blue",-718,-643,-1318,-939,518,28,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2362","Blue",-950,-828,-1722,-1490,369,30,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2363","Red",-2236,-2585,-3091,-3284,-664,34,-9,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2364","Red",-3354,-2729,-4144,-3571,-714,44,-13,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2365","Blue",-1265,-332,-1838,-995,1162,37,15,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2366","Blue",-2888,-3651,-4657,-3979,-53,45,-3,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2367","Blue",-1955,-490,-2252,-2099,757,38,11,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2368","Red",-2701,-3171,-4525,-3572,-605,36,-13,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2369","Red",-2069,-1426,-4380,-3243,25,43,-4,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2370","Blue",-2352,-1232,-3234,-2733,236,44,4,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2371","Red",-3018,-1470,-4488,-3071,-144,42,-8,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2372","Blue",-965,-708,-1366,-1418,-32,27,10,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2373","Blue",-1047,-879,-1687,-1244,871,36,19,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2374","Red",-3434,-2224,-4745,-4972,-715,52,-7,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2375","Blue",-1910,-1931,-2491,-1651,541,45,14,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2376","Red",-2400,-1053,-2880,-2741,153,51,-2,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2377","Red",-2792,-1748,-3909,-3338,-116,42,-5,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2378","Blue",-553,-337,-904,-1182,715,30,23,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2379","Blue",-1732,-1881,-3105,-3425,125,43,13,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2380","Blue",-2298,-1993,-4162,-3977,-461,47,1,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2381","Red",-3295,-1843,-4423,-4052,-669,50,-6,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2382","Red",-3288,-2478,-4777,-3863,-269,45,-12,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2383","Red",-2392,-3482,-3162,-3753,-736,37,-5,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2384","Blue",-2546,-2011,-3856,-4379,-633,44,1,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2385","Red",-3085,-2744,-4210,-3859,-733,41,-11,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2386","Blue",-1962,-1082,-2909,-2989,442,42,0,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2387","Red",-2520,-2005,-3411,-3454,-787,37,-4,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2388","Blue",-1174,-559,-3981,-1721,709,41,9,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2389","Blue",-4188,-3162,-4235,-3654,-591,50,3,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2390","Blue",-1859,-805,-2161,-2062,1539,46,6,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2391","Red",-3108,-2109,-4796,-5331,112,53,-12,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2392","Red",-3073,-2087,-3518,-3263,49,41,-4,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2393","Blue",-868,-1144,-1591,-2091,428,34,8,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2394","Blue",-1410,-917,-2130,-2057,384,38,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2395","Blue",-502,-786,-1571,-1352,788,32,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2396","Blue",-845,-623,-1065,-1736,1018,36,14,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2397","Red",-3629,-2584,-4504,-4380,166,55,-5,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2398","Red",-2671,-1968,-4223,-3461,-790,37,-14,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2399","Blue",-1092,-831,-2056,-1921,562,32,14,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2400","Blue",-3257,-1701,-2065,-2161,71,41,3,2015,"Red","Red","Red","Red","Blue","Top","Red"
"2401","Blue",-3105,-962,-2245,-1885,-65,38,3,2015,"Red","Red","Red","Red","Red","Top","Red"
"2402","Blue",-2926,-1960,-3316,-3562,-346,42,-7,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2403","Red",-3345,-2287,-5411,-3221,-167,50,-2,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2404","Red",-1768,-1814,-3153,-3194,-371,35,-11,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2405","Red",-2825,-2111,-3267,-3371,-717,37,-10,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2406","Blue",-173,-384,-1089,-800,517,26,11,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2407","Red",-3112,-1990,-2954,-3323,-801,33,-17,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2408","Red",-1993,-1872,-3153,-2947,-199,36,-13,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2409","Blue",-2308,-989,-2970,-1850,236,34,16,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2410","Red",-2624,-1762,-4155,-4521,-366,51,1,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2411","Blue",-1212,-620,-1376,-488,598,28,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2412","Red",-3143,-3224,-3390,-3962,-410,44,-10,2015,"Red","Red","Red","Red","Red","ADC","Red"
"2413","Blue",-1233,-681,-1124,-1012,348,28,14,2015,"Red","Red","Red","Red","Blue","Top","Red"
"2414","Red",-3953,-2414,-5904,-4287,-859,47,-3,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2415","Blue",-2594,-1713,-3722,-3531,233,51,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2416","Blue",-564,-177,-1343,-1960,1270,38,12,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2417","Red",-3199,-2997,-4167,-3955,-775,35,-10,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2418","Blue",-1003,-787,-1659,-2448,102,33,9,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2419","Red",-3091,-2199,-3554,-3276,-739,32,-19,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2420","Blue",-3120,-1104,-1915,-2984,783,42,5,2015,"Red","Red","Red","Red","Blue","Top","Red"
"2421","Blue",-2958,-1504,-2758,-2502,810,41,5,2015,"Red","Red","Red","Red","Blue","Top","Red"
"2422","Red",-3354,-1906,-3592,-3342,-310,42,-10,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2423","Blue",-1888,-1028,-2825,-2386,340,41,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"2424","Red",-2986,-3024,-4511,-4084,-199,48,-10,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2425","Blue",-1255,-478,-1421,-1479,448,31,12,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2426","Blue",-963,-583,-1305,-1432,289,25,7,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2427","Blue",-310,-201,-212,-410,832,23,11,2015,"Red","Red","Red","Red","Blue","Support","Blue"
"2428","Red",-2893,-1644,-4896,-3311,-402,46,-6,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2429","Blue",-3748,-2815,-5107,-4286,-808,54,-1,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2430","Red",-4986,-2094,-3752,-3624,-248,46,-5,2015,"Red","Red","Red","Red","Red","Top","Red"
"2431","Red",-2468,-3140,-4509,-3027,-572,34,-12,2015,"Red","Red","Red","Red","Red","Mid","Red"
"2432","Blue",-1536,-2501,-2433,-3001,90,39,16,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"2433","Red",-2427,-2158,-3053,-2670,-316,30,-21,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2434","Blue",-1913,-1206,-3001,-3062,636,43,4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2435","Red",-3234,-2035,-3155,-3422,-500,40,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2436","Blue",-2559,-1924,-2773,-2833,-335,39,4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2437","Blue",-2846,-2915,-3270,-2680,-25,45,4,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2438","Red",-2703,-2025,-2829,-2467,-425,32,-13,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2439","Blue",-1915,-2291,-3349,-2397,-53,37,5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2440","Red",-1983,-1838,-2797,-3083,-349,33,-14,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2441","Blue",-2461,-1603,-2153,-3244,92,42,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2442","Red",-2428,-2926,-2500,-2935,-189,36,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2443","Blue",-1319,-766,-1241,-1587,392,31,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2444","Red",-1383,-1265,-2027,-1928,-125,22,-15,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2445","Red",-1969,-1766,-2609,-3026,233,44,-8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2446","Blue",-2124,-1640,-4045,-3874,58,51,2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2447","Blue",-2509,-1278,-2741,-3289,763,51,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2448","Red",-4175,-3318,-3772,-3239,-281,42,-13,2016,"Red","Red","Red","Red","Red","Top","Red"
"2449","Red",-2694,-2725,-3394,-2876,-774,34,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2450","Red",-2422,-1978,-4114,-3126,312,52,-7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2451","Blue",-2302,-1191,-2370,-2502,407,37,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2452","Red",-3381,-2987,-3206,-3210,-681,39,-8,2016,"Red","Red","Red","Red","Red","Top","Red"
"2453","Blue",-861,-1130,-2139,-2053,-216,32,1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2454","Red",-2827,-3241,-3995,-3125,-144,40,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2455","Red",-3995,-2648,-2729,-4308,-928,44,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2456","Red",-1037,-873,-1850,-1862,-111,24,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2457","Blue",-2321,-1558,-3072,-3199,200,44,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2458","Blue",-1721,-1600,-1855,-2020,249,34,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2459","Red",-1451,-1400,-3276,-2551,87,40,-8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2460","Red",-3132,-2462,-4281,-4469,-281,48,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2461","Blue",-1206,-895,-1499,-1642,544,33,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2462","Red",-2470,-2455,-3324,-3566,-821,34,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2463","Red",-2235,-2213,-3929,-4110,-859,40,-6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2464","Red",-4090,-3653,-4755,-4382,-552,62,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2465","Blue",-875,-693,-1874,-2020,430,35,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2466","Blue",-961,-1090,-1913,-1839,665,36,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2467","Red",-3488,-3145,-5344,-5308,-662,57,2,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2468","Red",-3199,-2681,-3414,-3328,-798,34,-11,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2469","Blue",-1144,-1109,-1188,-1368,542,28,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2470","Blue",-2408,-1947,-3100,-3238,272,41,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2471","Red",-2377,-2304,-3891,-3791,-426,41,-6,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2472","Red",-2009,-611,-2624,-2642,149,43,2,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2473","Red",-4586,-2856,-4937,-3908,-262,49,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2474","Blue",-1407,-803,-1935,-1386,185,29,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2475","Blue",-2103,-1040,-2764,-2528,448,38,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2476","Red",-2229,-1571,-3495,-2479,168,43,-2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2477","Blue",-308,-463,-1267,-938,691,26,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2478","Red",-2974,-1829,-2817,-2831,-196,36,-5,2016,"Red","Red","Red","Red","Red","Top","Red"
"2479","Blue",-2296,-2191,-3367,-2570,-271,48,5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2480","Blue",-1562,-292,-2260,-1177,800,33,5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2481","Blue",-2623,-2494,-3642,-3851,-228,50,9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2482","Blue",-1164,-1607,-3820,-2872,553,46,2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2483","Red",-3073,-3593,-4464,-3725,-683,44,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2484","Blue",-1712,-1325,-1880,-2143,388,30,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2485","Red",-2491,-1642,-2792,-2588,-454,29,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2486","Blue",-2111,-1899,-3175,-3089,923,52,7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2487","Red",-3383,-3260,-4307,-3567,-369,48,-4,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2488","Red",-1874,-2250,-2501,-2055,-438,30,-11,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2489","Blue",-2185,-2528,-2953,-2425,133,40,4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2490","Blue",-2936,-2987,-3853,-2878,509,52,7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2491","Blue",-868,-415,-1026,-1048,646,26,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2492","Blue",-1280,-2596,-2246,-3208,471,44,3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2493","Red",-2794,-3042,-3049,-2599,-310,36,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2494","Red",-1734,-2503,-2974,-2371,-43,30,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2495","Red",-2270,-1381,-1994,-3018,-226,32,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2496","Red",-2539,-2229,-2648,-2627,-99,34,-6,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2497","Blue",-1505,-1529,-1421,-1796,-682,30,8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2498","Red",-4141,-4304,-4814,-3913,405,58,-2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2499","Red",-2319,-2422,-3162,-2581,-214,36,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2500","Red",-2697,-3254,-3491,-2731,-116,44,-3,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2501","Red",-3480,-3209,-4781,-4483,79,56,-4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2502","Blue",-313,-865,-1508,-1390,624,29,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2503","Red",-3709,-2846,-4237,-5024,-316,52,-4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2504","Red",-3543,-2317,-4302,-2811,-371,39,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2505","Blue",-892,-500,-1000,-761,938,32,17,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2506","Blue",-1060,-1943,-2274,-2243,420,36,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2507","Red",-2782,-2614,-2864,-2225,-660,26,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2508","Blue",-1753,-1420,-2628,-2291,661,43,14,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2509","Blue",-915,-776,-2444,-2197,328,31,5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2510","Blue",-1468,-993,-2610,-1356,444,34,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2511","Blue",-2832,-2695,-3058,-2808,55,48,5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2512","Red",-3180,-1428,-2572,-2652,120,33,-11,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2513","Red",-5332,-2951,-5589,-4463,-338,56,-10,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2514","Red",-3190,-2736,-2942,-3220,-575,40,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2515","Red",-3709,-3468,-3471,-3281,-923,38,-9,2016,"Red","Red","Red","Red","Red","Top","Red"
"2516","Blue",-1339,-1062,-1389,-2333,257,33,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2517","Blue",-3222,-3066,-3172,-3737,878,57,-1,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2518","Blue",-1565,-1193,-1851,-2017,185,28,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2519","Red",-2056,-2348,-3605,-3627,-284,38,-1,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2520","Blue",-1392,-801,-1946,-1403,277,30,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2521","Red",-2031,-3016,-2925,-2729,-716,36,-8,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2522","Blue",-2240,-572,-1039,-1314,534,31,4,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2523","Blue",-1390,-1023,-1951,-2928,342,37,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2524","Blue",-1606,-1260,-2052,-2204,889,47,19,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2525","Blue",-2935,-1488,-2849,-4525,290,57,3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2526","Red",-2891,-2599,-3125,-3116,-443,38,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2527","Blue",-2072,-1223,-2920,-1901,234,35,2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2528","Blue",-1100,-2765,-2620,-1722,272,34,5,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2529","Blue",-3143,-1395,-2283,-2232,358,36,11,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2530","Red",-2643,-3155,-2844,-2785,-582,33,-4,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2531","Red",-2668,-2874,-3702,-2554,-332,30,-14,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2532","Blue",-1653,-1123,-2420,-1956,200,31,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2533","Blue",-1160,-377,-1035,-975,530,25,14,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2534","Red",-1845,-2477,-2193,-1789,-357,25,-16,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2535","Blue",-1073,-598,-1604,-1459,380,33,14,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2536","Blue",-1053,-496,-651,-890,449,24,12,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2537","Red",-3229,-2944,-3072,-3649,-589,43,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2538","Blue",-1463,-1304,-2099,-1957,288,36,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2539","Blue",-3505,-1560,-2145,-2863,580,45,4,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2540","Blue",-1496,-983,-1471,-1736,439,30,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2541","Red",-2400,-2136,-2582,-3614,13,41,-10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2542","Blue",-1554,-1595,-1879,-1986,713,40,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2543","Blue",-2960,-2294,-2567,-3085,624,50,-6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2544","Blue",-2811,-1912,-2088,-3143,77,41,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2545","Red",-3981,-2898,-4443,-4406,-497,58,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2546","Red",-3394,-3413,-4016,-3731,163,51,2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
