"","winner","TopAvg","JungleAvg","MidAvg","ADCAvg","SupportAvg","GameLength","KillDiff","Season","TopWinningTeam","JungWinningTeam","MidWinningTeam","ADCWinningTeam","SupWinningTeam","Carry","TeamOfCarry"
"6882","Red",-1941,-1827,-2576,-2605,-970,26,-13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"6883","Red",-3611,-3160,-3754,-3500,-357,49,-13,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6884","Blue",-762,-928,-1518,-264,624,28,13,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6885","Blue",-2672,-908,-1655,-2359,6,38,14,2016,"Red","Red","Red","Red","Blue","Top","Red"
"6886","Blue",-1370,-1717,-1718,-706,-93,30,4,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6887","Blue",-1816,-1664,-1971,-1847,133,36,7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6888","Blue",-1815,-1702,-2398,-1786,466,41,0,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6889","Red",-1678,-1889,-3220,-2894,-437,31,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6890","Red",-2984,-3613,-3221,-3940,-31,49,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"6891","Red",-2893,-1957,-3440,-2830,-588,31,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6892","Blue",-1708,-2937,-1792,-1227,-163,35,8,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"6893","Blue",-1499,-1353,-1980,-1230,217,28,3,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6894","Blue",-3583,-2867,-3995,-3309,-377,46,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6895","Red",-2440,-2341,-3156,-2840,-419,30,-13,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6896","Red",-3321,-2265,-3585,-3569,-153,43,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6897","Blue",-380,-209,-537,-362,1010,32,15,2016,"Red","Red","Red","Red","Blue","Support","Blue"
"6898","Red",-1972,-2139,-2409,-1814,-440,27,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6899","Blue",-783,-56,-1694,76,1175,44,13,2016,"Red","Red","Red","Blue","Blue","Mid","Red"
"6900","Blue",-1456,-1561,-1742,-2312,444,31,0,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"6901","Blue",-1280,-1213,-2099,-1717,-189,38,16,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6902","Blue",-984,-1189,-2735,-3259,562,42,0,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"6903","Blue",-825,-562,-802,-1448,242,25,19,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"6904","Red",-1425,-1632,-2414,-2083,-66,35,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6905","Blue",-919,-638,-735,-723,562,25,21,2016,"Red","Red","Red","Red","Blue","Top","Red"
"6906","Red",-2607,-2043,-1838,-2968,-626,22,-25,2016,"Red","Red","Red","Red","Red","ADC","Red"
"6907","Blue",-1067,-873,-1295,-2104,815,33,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"6908","Red",-876,-911,-1749,-1275,277,27,-12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6909","Red",-506,-700,-925,-484,1568,40,-2,2016,"Red","Red","Red","Red","Blue","Support","Blue"
"6910","Blue",-1018,-915,-1465,-1048,284,27,18,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6911","Blue",-2146,-2565,-2509,-2008,-181,34,-1,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"6912","Red",-1604,-1531,-2122,-2156,-395,25,-13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"6913","Blue",-2388,-1852,-1971,-2253,104,35,7,2016,"Red","Red","Red","Red","Blue","Top","Red"
"6914","Blue",-1333,-925,-2009,-1385,196,32,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6915","Red",-2055,-2007,-3508,-3816,-1105,32,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"6916","Red",-2706,-2598,-3512,-3223,-710,37,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6917","Blue",-1032,-810,-1769,-1026,446,31,13,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6918","Blue",-2513,-2052,-2919,-2480,-459,42,8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"6919","Blue",-1146,-1035,-1453,-1258,222,27,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"6920","Red",-1558,-1504,-2578,-2103,-299,29,-9,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6921","Red",-3481,-2751,-4698,-4509,-518,47,-9,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6922","Red",-2048,-2127,-4436,-2322,-214,36,-10,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6923","Blue",-946,-526,-833,-861,639,32,19,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6924","Red",-2470,-2243,-2449,-2372,37,36,-1,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6925","Red",-2143,-1873,-3037,-2591,-31,39,-15,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6926","Red",-1958,-1780,-2193,-1593,-692,24,-10,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6927","Blue",-3284,-3240,-5111,-4816,-808,57,1,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6928","Blue",-575,-353,-1104,-565,899,29,13,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6929","Blue",-1713,-1135,-1917,-1564,379,34,13,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6930","Blue",-3973,-1554,-3697,-3574,658,56,6,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6931","Red",-2978,-2706,-3711,-3607,-1033,39,-11,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6932","Blue",-1252,-1080,-1435,-1593,230,32,11,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6933","Blue",-1303,-555,-1143,-1019,593,28,7,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6934","Red",-1561,-1713,-1841,-2348,-502,30,-8,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6935","Red",-3024,-2344,-4106,-4821,-396,49,-9,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6936","Blue",-2347,-1302,-2410,-2098,-114,38,4,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6937","Blue",-1903,-1424,-2300,-1433,83,35,10,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6938","Red",-2450,-2335,-3189,-3031,-40,38,-7,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6939","Red",-5521,-3409,-3635,-5466,-1062,48,-18,2017,"Red","Red","Red","Red","Red","Top","Red"
"6940","Red",-2870,-2815,-3643,-2280,25,34,-10,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6941","Red",-2142,-84,-1813,-2842,1215,50,-5,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6942","Blue",-2084,-2674,-4715,-3745,762,64,-1,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6943","Blue",-2055,-1816,-2503,-2903,687,47,3,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6944","Blue",-1422,-1238,-1676,-1794,-20,27,8,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6945","Red",-1776,-1888,-2731,-2467,-87,33,-10,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6946","Red",-3072,-2857,-3362,-4168,-616,53,-4,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6947","Blue",-2324,-2260,-1916,-1983,160,42,2,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6948","Blue",-1642,-1543,-1898,-1595,-196,32,2,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6949","Red",-2862,-2446,-3260,-3510,-376,43,-12,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6950","Blue",-2430,-1771,-3116,-2708,-602,35,4,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6951","Blue",-1439,-1446,-1541,-1501,7,26,10,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6952","Red",-2900,-2126,-3535,-2833,-530,38,-8,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6953","Red",-2981,-2295,-2546,-3169,-767,41,-8,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6954","Blue",-1221,-822,-1237,-1607,323,31,10,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6955","Blue",-1868,-1252,-3141,-2210,157,40,6,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6956","Red",-2807,-2042,-3480,-3637,-529,39,-9,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6957","Red",-1616,-1250,-2247,-1801,36,25,-16,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6958","Red",-3720,-2165,-3781,-3463,-426,43,-8,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6959","Red",-2444,-2316,-2696,-3374,-470,34,-15,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6960","Blue",-3146,-2320,-5164,-5631,-1098,63,10,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6961","Blue",-1734,-695,-1332,-918,426,29,15,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6962","Red",-3048,-2373,-3017,-2879,-491,38,-5,2017,"Red","Red","Red","Red","Red","Top","Red"
"6963","Red",-3349,-2205,-3929,-2760,-126,46,-13,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6964","Blue",-1266,-804,-1234,-1630,452,33,14,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6965","Blue",-1311,-570,-2239,-2190,319,35,12,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6966","Blue",-3183,-3566,-3946,-4620,-127,56,-1,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6967","Blue",-2441,-2319,-3441,-6700,-703,63,6,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6968","Red",-1427,-2166,-2373,-3268,-128,36,-12,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6969","Red",-2613,-1641,-2710,-3273,-542,30,-15,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6970","Blue",-1870,-1959,-1975,-2128,-74,39,2,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6971","Blue",-1757,-1581,-2077,-2847,-213,34,3,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6972","Red",-2587,-1900,-3102,-3188,170,41,-23,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6973","Blue",-3972,-2646,-3583,-5460,-1832,52,0,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6974","Red",-1755,-2494,-2921,-2644,-423,35,-12,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6975","Blue",-1123,-885,-1103,-1036,1066,35,14,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6976","Red",-1571,-1461,-2019,-3034,-249,30,-20,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6977","Blue",516,585,518,161,1574,26,16,2017,"Blue","Blue","Blue","Blue","Blue","Support","Blue"
"6978","Blue",-2174,-1864,-2833,-1947,210,44,-1,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6979","Blue",-482,-751,-392,-750,147,20,2,2017,"Red","Red","Red","Red","Blue","Jungle","Red"
"6980","Red",-1974,-1776,-2334,-3294,-446,36,-5,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6981","Blue",-302,-492,-820,-939,509,26,16,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6982","Red",-3684,-3786,-3007,-3484,-959,36,-18,2017,"Red","Red","Red","Red","Red","Jungle","Red"
"6983","Blue",-1291,-1158,-1962,-1212,-29,30,3,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6984","Red",-1116,-318,-1508,-2562,-120,28,-9,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6985","Blue",-1027,-862,-840,-588,714,27,17,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6986","Red",-3306,-2620,-3110,-3539,-265,42,-8,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6987","Blue",-2172,-1715,-2070,-2985,60,39,4,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6988","Blue",-1222,-782,-2662,-3461,1295,49,3,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"6989","Blue",-1157,-914,-878,-1092,735,34,15,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6990","Red",-2222,-2451,-3449,-3045,-338,31,-7,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6991","Blue",-1676,-1486,-1169,-1371,359,28,12,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6992","Blue",-1098,-1433,-1791,-1429,94,27,9,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"6993","Red",-2116,-2259,-3397,-3288,-618,32,-15,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6994","Blue",-2240,-1903,-2094,-2316,-21,33,5,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6995","Red",-2810,-2811,-3128,-2932,-298,39,-5,2017,"Red","Red","Red","Red","Red","Mid","Red"
"6996","Red",-1516,-1229,-2342,-2794,-17,37,4,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6997","Red",-1943,-908,-1321,-1643,235,31,-6,2017,"Red","Red","Red","Red","Blue","Top","Red"
"6998","Red",-1826,-1643,-2647,-3294,-367,40,-11,2017,"Red","Red","Red","Red","Red","ADC","Red"
"6999","Blue",-1764,-1682,-2324,-2739,-230,38,6,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7000","Red",-2680,-2753,-2643,-3240,-409,31,-10,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7001","Blue",-1743,-849,-1861,-1713,95,37,6,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7002","Red",-2388,-2197,-3251,-3204,-603,31,-10,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7003","Blue",-3002,-1889,-3487,-4320,166,53,9,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7004","Red",-2354,-2543,-3514,-3163,-813,31,-20,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7005","Red",-2744,-2391,-2920,-2575,-391,30,-11,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7006","Red",-2018,-1669,-2277,-2695,71,37,-4,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7007","Blue",-204,321,-1242,-832,1229,32,10,2017,"Red","Blue","Red","Red","Blue","Mid","Red"
"7008","Red",-2573,-2771,-2348,-2942,-487,28,-13,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7009","Red",-2086,-924,-3495,-2881,346,43,-2,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7010","Blue",-2145,-746,-3377,-2276,1212,50,-6,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7011","Red",-2046,-1803,-2047,-2098,90,33,-13,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7012","Blue",-4085,-1225,-1745,-2541,639,49,13,2017,"Red","Red","Red","Red","Blue","Top","Red"
"7013","Red",-2642,-808,-3493,-2826,371,44,-9,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7014","Blue",-2139,-1887,-2759,-2478,-291,38,10,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7015","Red",-2878,-2084,-3162,-3000,-649,42,-4,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7016","Red",-2629,-2315,-3339,-3362,-729,34,-9,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7017","Blue",-2298,-1247,-3012,-2177,535,45,6,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7018","Red",-2150,-1480,-2272,-1783,-141,31,-1,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7019","Red",-1824,-1716,-2688,-2644,-275,34,-6,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7020","Red",-2418,-1657,-2071,-2757,-131,32,-11,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7021","Blue",-1860,-1411,-2065,-2044,-65,36,6,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7022","Blue",-1035,-736,-1216,-1578,626,33,9,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7023","Blue",-2449,-1761,-2822,-1683,222,42,11,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7024","Blue",-1972,-1410,-2276,-2433,-65,37,10,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7025","Red",-2734,-1729,-2589,-1750,145,36,-5,2017,"Red","Red","Red","Red","Blue","Top","Red"
"7026","Blue",-1859,-770,-2558,-2343,286,42,3,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7027","Red",-1918,-1285,-2399,-2597,-394,35,-14,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7028","Blue",-2907,-1534,-2634,-2795,-404,42,5,2017,"Red","Red","Red","Red","Red","Top","Red"
"7029","Blue",-1612,-1107,-2066,-1457,421,31,10,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7030","Red",-2361,-2506,-3335,-2325,-609,37,-15,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7031","Blue",-980,-417,-1542,-707,391,30,11,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7032","Blue",-1279,-1174,-1436,-1789,619,36,8,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7033","Blue",-1184,90,-1653,-1219,1159,37,7,2017,"Red","Blue","Red","Red","Blue","Mid","Red"
"7034","Red",-1208,-792,-2110,-1727,-32,34,-7,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7035","Blue",-1279,-475,-1236,-1698,664,34,12,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7036","Red",-1733,-844,-1712,-1830,-255,28,-11,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7037","Red",-2883,-1434,-2467,-2555,-66,40,-7,2017,"Red","Red","Red","Red","Red","Top","Red"
"7038","Red",-1687,-1020,-1665,-1618,-73,21,-6,2017,"Red","Red","Red","Red","Red","Top","Red"
"7039","Red",-3791,-1606,-3973,-5561,238,56,-3,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7040","Red",-1400,-2257,-2340,-1952,1030,37,-15,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7041","Blue",-1908,-1054,-2306,-1641,257,30,0,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7042","Red",-2742,-2485,-3328,-3254,-517,34,-3,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7043","Red",-3382,-2386,-3467,-3438,-857,38,-10,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7044","Red",-3062,-2519,-3982,-3642,-559,39,-15,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7045","Red",-1757,-1599,-2529,-3108,-161,35,-1,2017,"Red","Red","Red","Red","Red","ADC","Red"
"7046","Red",-4092,-2111,-3306,-3226,-224,42,-6,2017,"Red","Red","Red","Red","Red","Top","Red"
"7047","Red",-4045,-1550,-4367,-2845,174,47,-7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"7048","Red",-2469,-2205,-3534,-3054,-698,32,-5,2017,"Red","Red","Red","Red","Red","Mid","Red"
"7049","Blue",65,132,-476,-298,1057,25,14,2017,"Blue","Blue","Red","Red","Blue","Support","Blue"
"7050","Red",-1180,-1135,-2175,-2700,295,39,-4,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7051","Red",-3217,-1803,-3498,-4276,-61,45,-11,2015,"Red","Red","Red","Red","Red","ADC","Red"
"7052","Blue",-1821,-2878,-2813,-2731,73,45,5,2017,"Red","Red","Red","Red","Blue","Jungle","Red"
"7053","Blue",-954,-1010,-2043,-2466,161,28,9,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7054","Blue",-1353,-1200,-1841,-1866,75,35,9,2017,"Red","Red","Red","Red","Blue","ADC","Red"
"7055","Blue",-1899,-1138,-2902,-2708,521,42,6,2017,"Red","Red","Red","Red","Blue","Mid","Red"
"7056","Blue",-2683,-1940,-3976,-3906,-461,43,1,2014,"Red","Red","Red","Red","Red","Mid","Red"
"7057","Blue",-335,-64,-485,-34,1038,25,22,2016,"Red","Red","Red","Red","Blue","Support","Blue"
"7058","Blue",-679,-602,-2184,-1807,525,35,14,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"7059","Blue",-947,-387,-1366,-1057,589,29,10,2018,"Red","Red","Red","Red","Blue","Mid","Red"
"7060","Blue",-967,-1076,-4083,-4134,511,65,2,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7061","Blue",-1377,434,-794,-1460,1178,40,5,2018,"Red","Blue","Red","Red","Blue","ADC","Red"
"7062","Blue",-852,108,-795,-965,661,30,13,2018,"Red","Blue","Red","Red","Blue","ADC","Red"
"7063","Blue",-2169,-614,-1693,-3313,662,43,11,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7064","Red",-2103,-1406,-2870,-2781,220,34,-14,2018,"Red","Red","Red","Red","Blue","Mid","Red"
"7065","Red",-2448,-1642,-2164,-2955,-849,34,-8,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7066","Red",-2278,-2335,-3336,-2089,-475,31,-11,2018,"Red","Red","Red","Red","Red","Mid","Red"
"7067","Blue",-1588,-884,-2138,-2537,-43,41,4,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7068","Red",-2290,122,-1412,-2380,1013,41,-3,2018,"Red","Blue","Red","Red","Blue","ADC","Red"
"7069","Red",-2221,99,-3056,-5992,312,69,4,2018,"Red","Blue","Red","Red","Blue","ADC","Red"
"7070","Red",-2494,-336,-2180,-2731,85,44,-5,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7071","Red",-3116,-1540,-3831,-3530,-794,46,-5,2018,"Red","Red","Red","Red","Red","Mid","Red"
"7072","Blue",-773,-611,-1669,-1133,1072,43,13,2018,"Red","Red","Red","Red","Blue","Mid","Red"
"7073","Red",-1971,-1184,-2179,-2310,-50,36,-6,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7074","Blue",-2639,-573,-1699,-1602,341,33,3,2018,"Red","Red","Red","Red","Blue","Top","Red"
"7075","Blue",-1343,-577,-575,-912,135,30,10,2018,"Red","Red","Red","Red","Blue","Top","Red"
"7076","Red",-2950,-1598,-3392,-3079,-1054,44,-7,2018,"Red","Red","Red","Red","Red","Mid","Red"
"7077","Blue",-2001,-229,-2095,-2210,1158,47,7,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7078","Blue",-2531,-329,-1884,-2465,-189,40,2,2018,"Red","Red","Red","Red","Red","Top","Red"
"7079","Blue",-1307,-745,-1567,-2223,749,38,9,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7080","Blue",-2112,-1086,-2996,-3790,-235,45,10,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7081","Blue",-627,512,-1401,-1199,798,32,7,2018,"Red","Blue","Red","Red","Blue","Mid","Red"
"7082","Blue",-423,-14,-840,-1075,123,29,19,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7083","Blue",-1000,43,-1518,-1101,514,34,3,2018,"Red","Blue","Red","Red","Blue","Mid","Red"
"7084","Blue",-1012,353,-1755,-2117,968,46,8,2018,"Red","Blue","Red","Red","Blue","ADC","Red"
"7085","Red",-3299,-1364,-2607,-2933,0,40,-12,2018,"Red","Red","Red","Red","Red","Top","Red"
"7086","Red",-3244,-1672,-3765,-4358,32,51,-2,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7087","Blue",-1122,-45,-857,-992,660,28,9,2018,"Red","Red","Red","Red","Blue","Top","Red"
"7088","Blue",-1027,-1212,-1555,-1549,553,38,3,2018,"Red","Red","Red","Red","Blue","Mid","Red"
"7089","Red",106,625,-2237,-2288,1360,60,-2,2018,"Blue","Blue","Red","Red","Blue","ADC","Red"
"7090","Red",-2409,-209,-3057,-3570,399,47,-8,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7091","Red",-3177,-577,-1149,-4392,613,53,-4,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7092","Blue",-4570,-2717,-7706,-8491,-489,95,8,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7093","Red",-1386,-438,-2388,-2498,303,49,1,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7094","Blue",-1745,203,-752,-1075,889,34,13,2018,"Red","Blue","Red","Red","Blue","Top","Red"
"7095","Blue",-1113,-922,-2711,-2854,184,40,9,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7096","Red",-3119,-1863,-3262,-3889,-1222,37,-11,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7097","Red",-1513,-1435,-2549,-2546,-584,33,-10,2018,"Red","Red","Red","Red","Red","Mid","Red"
"7098","Red",-3275,-2189,-2379,-4079,-747,43,-10,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7099","Blue",-950,-290,-1813,-1874,-230,34,7,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7100","Blue",-476,660,-796,-52,1409,31,16,2018,"Red","Blue","Red","Red","Blue","Support","Blue"
"7101","Red",-1866,-939,-2190,-3694,-745,33,-6,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7102","Red",-2172,-771,-2240,-2343,-131,35,-4,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7103","Red",-1995,-1498,-2733,-2782,-429,33,-12,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7104","Blue",-1532,-608,-1574,-1296,102,31,5,2018,"Red","Red","Red","Red","Blue","Mid","Red"
"7105","Red",-2590,-1310,-2032,-1845,-344,28,-9,2018,"Red","Red","Red","Red","Red","Top","Red"
"7106","Blue",-109,-142,-1090,-1276,1063,31,15,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7107","Blue",-344,-173,-864,-699,858,29,7,2018,"Red","Red","Red","Red","Blue","Mid","Red"
"7108","Blue",-1526,43,-1525,-2196,528,32,15,2018,"Red","Blue","Red","Red","Blue","ADC","Red"
"7109","Blue",-1273,-740,-1410,-1982,-40,35,11,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7110","Red",-1746,-1134,-2511,-3569,187,40,-6,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7111","Blue",-2276,-347,-1936,-2659,816,38,10,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7112","Red",-1939,-1326,-2517,-2215,-71,36,-12,2018,"Red","Red","Red","Red","Red","Mid","Red"
"7113","Blue",-500,-18,-276,-550,1018,29,13,2018,"Red","Red","Red","Red","Blue","Support","Blue"
"7114","Red",-2161,-1399,-2051,-2861,-242,33,-3,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7115","Blue",-1067,-126,-881,-1337,933,31,6,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7116","Blue",-2596,-2142,-2254,-3055,269,47,10,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7117","Red",-1896,-1549,-2420,-2668,-82,35,-4,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7118","Blue",-1779,-754,-1444,-1878,32,31,9,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7119","Blue",-1609,-925,-1546,-1687,211,35,12,2018,"Red","Red","Red","Red","Blue","ADC","Red"
"7120","Blue",-1349,-1560,-2266,-3574,-329,45,0,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7121","Red",-2082,-979,-2332,-2205,58,33,-7,2018,"Red","Red","Red","Red","Blue","Mid","Red"
"7122","Red",-2010,-1335,-3401,-4040,-632,37,-5,2018,"Red","Red","Red","Red","Red","ADC","Red"
"7123","Blue",-982,-421,-1201,-1097,164,31,5,2018,"Red","Red","Red","Red","Blue","Mid","Red"
